"Control Record Model for: "	Consumer Loan
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"BQ"	BQ Maintenance Instance Record	""	""	""
"BQ"	BQ Maintenance Instance Record	Maintenance Report Type	"The type of maintenance action and report processed (e.g. tax, regulatory, accounting)"	String
"BQ"	BQ Maintenance Instance Record	Loan Tax Report	"A report summarizing tax considerations"	String
"BQ"	BQ Maintenance Instance Record	Loan Fee Type	"The type of fee applied"	String
"BQ"	BQ Maintenance Instance Record	Loan Fees	"A report detailing fees applied to the loan account (range of fees possible for different actions)"	String
"BQ"	BQ Maintenance Instance Record	Penalties	"A report detailing penalties incurred as booked against loan account"	String
"BQ"	BQ Maintenance Instance Record	Collateral Valuation	"A report detailing the current applied collateral valuation (value confirmed as of date)"	String
"BQ"	BQ Withdrawal Instance Record	""	""	""
"BQ"	BQ Withdrawal Instance Record	Payment Transaction	"The general payment transaction with all major attributes - some optional depending on type"	String
"BQ"	BQ Withdrawal Instance Record	Payment Transaction Type	"The type of payment transaction (e.g. customer payment, standing order, direct debit, bill pay)"	String
"BQ"	BQ Withdrawal Instance Record	Payment Transaction Payee Reference	"Reference to the party to whom the payment is made"	Object
"BQ"	BQ Withdrawal Instance Record	Payment Transaction Payee Account Reference	"Reference to the account to which the payment is made"	Object
"BQ"	BQ Withdrawal Instance Record	Payment Transaction Payee Bank Reference	"Reference to the bank where the payee account is held"	Object
"BQ"	BQ Withdrawal Instance Record	Payment Transaction Amount	"The amount (and currency if applicable) of the payment"	Amount
"BQ"	BQ Withdrawal Instance Record	Payment Transaction Fee Type	"The fee type applied to the payment transaction"	String
"BQ"	BQ Withdrawal Instance Record	Payment Transaction Fee Charge	"The fee charge applied to the transaction"	String
"BQ"	BQ Withdrawal Instance Record	Payment Transaction Date	"The various key dates and times associated with the payment transaction"	Date
"BQ"	BQ Withdrawal Instance Record	Payment Transaction Payment Mechanism	"Requested payment mechanism (e.g. Wire, ACH)"	String
"BQ"	BQ Withdrawal Instance Record	Payment Transaction Payment Purpose	"Description of the purpose including any external reference to the transaction"	String
"BQ"	BQ Withdrawal Instance Record	Payment Transaction Bank Branch/Location Reference	"Reference to the location the payment transaction is initiated from"	Object
"BQ"	BQ Withdrawal Instance Record	Payment Transaction Status	"The processing status of the transaction (e.g. captured, approved, initiated, confirmed, settled)"	String
"BQ"	BQ Interest Instance Record	""	""	""
"BQ"	BQ Interest Instance Record	Interest Rate Type	"Applicable rate type"	String
"BQ"	BQ Interest Instance Record	Interest Rate Application Schedule	"The processing schedule for applying interest rates to the account"	Rate
