"Control Record Model for: "	Credit Facility
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"CR"	CR Credit Facility Arrangement Instance Record	""	""	""
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Arrangement Instance Record	"The control record maintains the fulfillment details for a credit facility product instance"	
"CR"	CR Credit Facility Arrangement Instance Record	Product Instance Reference	"Reference to the credit facility product instance"	
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Number	"The associated credit facility account number in any suitable format"	
"CR"	CR Credit Facility Arrangement Instance Record	Customer Reference	"Reference to the account primary party/owner"	
"CR"	CR Credit Facility Arrangement Instance Record	Party Reference	"The legal entity reference for the borrower, likely to be the same as the corporate customer"	
"CR"	CR Credit Facility Arrangement Instance Record	Customer Agreement Reference	"Reference to the associated customer agreement"	
"CR"	CR Credit Facility Arrangement Instance Record	Customer Credit Assessment Reference	"Reference to an associated credit assessment"	
"CR"	CR Credit Facility Arrangement Instance Record	Insurance Reference	"Reference to applicable insurance arrangements"	
"CR"	CR Credit Facility Arrangement Instance Record	Delinquency/Collection Reference	"Reference to collections/delinquency processing made against the credit facility"	
"CR"	CR Credit Facility Arrangement Instance Record	Bank Branch/Location Reference	"Bank branch associated with the facility for booking purposes"	
"CR"	CR Credit Facility Arrangement Instance Record	Bank Accounting Unit Reference	"Bank accounting unit associated with the facility for booking purposes"	
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Type	"The specific type of credit facility (e.g. term, revolving, letter of credit, retail)"	
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Amount	"The amount of the credit facility"	
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Currency	"The currency for the facility"	
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Rate Type	"The rate type to be applied to the credit facility"	
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Applicable Rate	"The applicable rate for the credit facility"	
"CR"	CR Credit Facility Arrangement Instance Record	Repayment Type	"The type of repayment arrangement in place (e.g. structured, revolving)"	
"CR"	CR Credit Facility Arrangement Instance Record	Interest Type	"The type of interest to be applied (e.g. prime plus)"	
"CR"	CR Credit Facility Arrangement Instance Record	Interest Accrual Method	"The accrual method applied to interest calculations"	
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Origination Date	"The origination date for the credit facility"	
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Maturity Date	"The planned maturity date of the credit facility"	
"CR"	CR Credit Facility Arrangement Instance Record	Collateral Reference	"Reference to allocated collateral"	
"CR"	CR Credit Facility Arrangement Instance Record	Collateral Allocation	"The collateral value applied to the credit facility loan"	
"CR"	CR Credit Facility Arrangement Instance Record	Tax Reference	"Reference identifier linking the account to appropriate tax handling"	
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Access Terms	"Access terms that apply (e.g. allowed drawdown terms, repayment)"	
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Underlying Drawdown	"Details the one or more underlying loans made against the facility"	
"CR"	CR Credit Facility Arrangement Instance Record	Drawdown Reference	"Reference to the underlying loan"	
"CR"	CR Credit Facility Arrangement Instance Record	Drawdown Record	"Record of the underlying loan details"	
"CR"	CR Credit Facility Arrangement Instance Record	Drawdown Loan Transaction	"The underlying loan transaction details"	
"CR"	CR Credit Facility Arrangement Instance Record	Entitlement Option Definition	"The definition of an applicable entitlement option"	
"CR"	CR Credit Facility Arrangement Instance Record	Entitlement Option Setting	"The setting for the entitlement option"	
"CR"	CR Credit Facility Arrangement Instance Record	Restriction Option Definition	"The definition of an applicable restriction option"	
"CR"	CR Credit Facility Arrangement Instance Record	Restriction Option Setting	"The setting for the restriction option"	
"CR"	CR Credit Facility Arrangement Instance Record	Associations	"Definition of the involved parties or associations to the facility"	
"CR"	CR Credit Facility Arrangement Instance Record	Association Type	"The type of association (e.g. guarantor, co-signer)"	
"CR"	CR Credit Facility Arrangement Instance Record	Association Obligation/Entitlement	"Description of the role, obligations or entitlements of the associated party"	
"CR"	CR Credit Facility Arrangement Instance Record	Association Reference	"Reference to the associated party"	
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Repayment Schedule	"The schedule for repayments"	
"CR"	CR Credit Facility Arrangement Instance Record	Staged Repayment Statement	"A statement maintained tracking repayments"	
"CR"	CR Credit Facility Arrangement Instance Record	Customer Commentary	"A record of customer correspondence/feedback"	
"CR"	CR Credit Facility Arrangement Instance Record	Credit Facility Outstanding Balance	"The outstanding balance available for the credit facility"	
"CR"	CR Credit Facility Arrangement Instance Record	Date Type	"Key dates associated with the account (e.g. opening date, closing date)"	
"CR"	CR Credit Facility Arrangement Instance Record	Date	"Value of the date type"	
"BQ"	BQ Interest Instance Record	""	""	""
"BQ"	BQ Interest Instance Record	Interest Instance Record	"Applies interest to the credit facility account"	
"BQ"	BQ Interest Instance Record	Interest Rate Type	"Applicable rate type"	
"BQ"	BQ Interest Instance Record	Interest Rate Application Schedule	"The processing schedule for applying interest rates to the account"	
"BQ"	BQ Interest Instance Record	Interest Rate Configuration	"The collection of applicable rates"	
"BQ"	BQ Interest Instance Record	Interest Rate	"The interest rate value to be applied (note could be variable)"	
"BQ"	BQ Interest Instance Record	Interest Application Record	"The record of applied interest"	
"BQ"	BQ Interest Instance Record	Interest Transaction	"A record of applied interest"	
"BQ"	BQ Interest Instance Record	Transaction Description	"General description of the interest transaction"	
"BQ"	BQ Interest Instance Record	Transaction Rate Type	"Applicable rate type"	
"BQ"	BQ Interest Instance Record	Transaction Interest Charge	"The derived interest amount to be applied"	
"BQ"	BQ Interest Instance Record	Interest Accrual Amount	"Record of accrued interest"	
"BQ"	BQ Interest Instance Record	Interest Accrual Type	"The interest type being tracked"	
"BQ"	BQ Interest Instance Record	Interest Accrual Charge	"The accrued amount of applied interest"	
"BQ"	BQ Service Fees Instance Record	""	""	""
"BQ"	BQ Service Fees Instance Record	Service Fees Instance Record	"Applies service fees and penalties to the credit facility account"	
"BQ"	BQ Service Fees Instance Record	Fee Configuration Profile	"The profile of applicable fees and penalties"	
"BQ"	BQ Service Fees Instance Record	Fee Type	"The fee or penalty type applied"	
"BQ"	BQ Service Fees Instance Record	Fee Definition	"Definition of the fee or penalty including when and how to apply"	
"BQ"	BQ Service Fees Instance Record	Fee Application Record	"The record of applied fees and penalties including transactions and accrued amounts"	
"BQ"	BQ Service Fees Instance Record	Fee Transaction	"A record of an applied fee or penalty"	
"BQ"	BQ Service Fees Instance Record	Transaction Description	"General description of the fee or penalty transaction"	
"BQ"	BQ Service Fees Instance Record	Transaction Fee Type	"The fee or penalty type applied"	
"BQ"	BQ Service Fees Instance Record	Transaction Fee Charge	"The derived fee or penalty amount applied"	
"BQ"	BQ Service Fees Instance Record	Fee Projections and Commitments	"A record of projected fees and penalties"	
"BQ"	BQ Service Fees Instance Record	Projected Transaction Description	"General description of the projected fee or penalty"	
"BQ"	BQ Service Fees Instance Record	Projected Transaction Fee Type	"The fee or penalty type"	
"BQ"	BQ Service Fees Instance Record	Projected Transaction Fee Charge	"The anticipated fee or penalty amount"	
"BQ"	BQ Service Fees Instance Record	Fee Accrual Amount	"Tracking of accumulated fees and penalties"	
