"Control Record Model for: "	Customer Campaign Execution
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"BQ"	BQ Analysis Feedback Instance Record	""	""	""
"BQ"	BQ Analysis Feedback Instance Record	Customer Campaign Procedure Analysis Result	"The result of the analysis of the performance of the campaign for the current cycle"	String
"BQ"	BQ Analysis Feedback Instance Record	Customer Campaign Procedure Analysis Feedback Result	"Description of the feedback provided to the campaign design team"	String
"BQ"	BQ Execution Instance Record	""	""	""
"BQ"	BQ Execution Instance Record	Customer Campaign Procedure Work Task Type	"The type of work task (e.g. execute campaign in contact center)"	String
"BQ"	BQ Execution Instance Record	Customer Campaign Procedure Work Task Description	"Description of the task performed, includes summary of activities as necessary for reference"	String
"BQ"	BQ Execution Instance Record	Customer Campaign Procedure Work Task Work Products	"File of consolidated notes, forms and documents for the work task"	String
"BQ"	BQ Execution Instance Record	Document Directory Entry Instance Reference	"Reference to associated documents"	Object
"BQ"	BQ Execution Instance Record	Customer Campaign Procedure Work Task Result	"Details of the outcome or result of the work task - can be the identification of a lead/opportunity"	String
"BQ"	BQ Execution Instance Record	Customer Campaign Procedure Work Task Date-Time	"The date-time the customer campaign execution task is processed"	Date
"BQ"	BQ Candidate Selection Instance Record	""	""	""
"BQ"	BQ Candidate Selection Instance Record	Customer Campaign Selection Criteria	"Details the selection criteria used to identify candidate customers"	String
"BQ"	BQ Candidate Selection Instance Record	Customer Campaign Candidate Employee/Business Unit Reference	"Reference to the employee or business unit that confirms eligibility of the candidate if appropriate (e.g. the relationship manager)"	Object
"BQ"	BQ Candidate Selection Instance Record	Customer Campaign Candidate Reference	"Reference to the customer selected as a candidate"	Object
"CR"	CR Customer Campaign Procedure Instance Record	""	""	""
"CR"	CR Customer Campaign Procedure Instance Record	Customer Campaign Type	"The type or category of customer campaign (e.g. cross-sell, up-sell, retention)"	String
"CR"	CR Customer Campaign Procedure Instance Record	Customer Campaign Description	"A description of the campaign that clarifies the intended context/use of the campaign, the mechanisms employed and the intended/anticipated response/impact"	String
"CR"	CR Customer Campaign Procedure Instance Record	Employee/Business Unit Reference	"Reference to the business unit responsible for the campaign execution"	Object
"CR"	CR Customer Campaign Procedure Instance Record	Customer Campaign Procedure Set-up	"Details of the deployment set-up/configuration of the campaign for reference"	String
"CR"	CR Customer Campaign Procedure Instance Record	Customer Campaign Procedure Version Number	"The customer campaign version number used in the event"	String
"CR"	CR Customer Campaign Procedure Instance Record	Customer Campaign Schedule	"The campaign processing schedule, covering candidate selection, execution, flow-up and analysis activities. Note this can be an ongoing campaign where worksteps continue in parallel"	String
"CR"	CR Customer Campaign Procedure Instance Record	Customer Campaign Consumables Inventory	"Inventory record of any consumables that are to be used in the execution of the campaign (e.g. brochures)"	String
"CR"	CR Customer Campaign Procedure Instance Record	Customer Campaign Consumable Type	"The type of consumable item associated with the campaign (e.g. gift, brochure)"	String
"CR"	CR Customer Campaign Procedure Instance Record	Customer Campaign Consumable Holding	"The tracked inventory of the consumable item"	String
"CR"	CR Customer Campaign Procedure Instance Record	Date Type	"Key dates associated with the campaign process (e.g. initiation date, version revision date, completion date)"	String
"CR"	CR Customer Campaign Procedure Instance Record	Date	"Value of the date type"	String
"CR"	CR Customer Campaign Procedure Instance Record	Customer Campaign Procedure Result	"The result/impact of the overall customer campaign event (that can include multiple identified leads/opportunities)"	String
"CR"	CR Customer Campaign Procedure Instance Record	Customer Campaign Procedure Lead and Opportunity Description	"A description of leads and opportunities generated by the customer campaign"	String
"CR"	CR Customer Campaign Procedure Instance Record	Lead and Opportunity Procedure Instance Reference	"Reference to the lead/opportunity as handled by the Lead/Opportunity Management Service Domain"	Object
