"Control Record Model for: "	Product Combination
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"CR"	CR Product Combination Arrangement Instance Record	""	"Fulfill any scheduled and ad-hoc obligations under a service arrangement, most typically for a financial product or facility  within Product Combination. . Example: Perform the scheduled (e.g. statements, standing orders) and ad-hoc/requested (e.g. balance inquiries, fund transfers) fulfillment tasks for a customer current account facility."	""
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Parameter Type	"A Classification value that distinguishes between arrangements according to the type of business services within Product Combination Arrangement"	String
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Selected Option	"A selected optional business service as subject matter of Product Combination Arrangement"	String
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Type	"The type of Product Combination Arrangement"	String
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Reference	"Reference to Product Combination Arrangement"	Object
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Schedule	"Timetable to fulfill Product Combination Arrangement"	String
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Status	"The status of Product Combination Arrangement"	String
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Currency	"The curreny which is arranged in Product Combination Arrangement"	CurrencyCode
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Regulation Reference	"Reference to the regulation which is defined in Product Combination Arrangement"	Object
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Regulation Type	"A Classification that distinguishes between the regularity domains of Product Combination Arrangement"	String
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Jurisdiction	"Reference to the jurisdiction that is assigned to Product Combination Arrangement in case of legal dispute."	String
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Booking Location	"The financial accounting unit into which the financial events, with regard to the origination and fulfillment of the agreement in the context of Product Combination Arrangement, are entered."	String
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Account Type	"The type of account which is linked to Product Combination Arrangement"	String
"CR"	CR Product Combination Arrangement Instance Record	Product Combination Arrangement Account Reference	"Reference to the account which is linked to Product Combination Arrangement"	Object
"BQ"	BQ Transfer Pricing Instance Record	""	"Fulfill any scheduled and ad-hoc obligations under a service arrangement, most typically for a financial product or facility  within Product Combination. . Example: Perform the scheduled (e.g. statements, standing orders) and ad-hoc/requested (e.g. balance inquiries, fund transfers) fulfillment tasks for a customer current account facility."	""
"BQ"	BQ Transfer Pricing Instance Record	Transfer Pricing Preconditions	"The required status/situation prior to the implementation of the feature"	String
