"Control Record Model for: "	Delinquent Account Handling
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"BQ"	BQ Assessment Instance Record	""	""	""
"BQ"	BQ Assessment Instance Record	Delinquent Account Assessment Work Product	"The outcome of the assessment of the delinquent product account based on billing/payment and transaction history"	String
"BQ"	BQ Assessment Instance Record	Delinquent Account Assessment Record	"The task to contact the customer and request/negotiate payment"	String
"CR"	CR Delinquent Account Procedure Instance Record	""	""	""
"CR"	CR Delinquent Account Procedure Instance Record	Product Instance Reference	"The linked credit product reference"	Object
"CR"	CR Delinquent Account Procedure Instance Record	Product Account Number	"The associated account number in any suitable format (e.g. IBAN)"	String
"CR"	CR Delinquent Account Procedure Instance Record	ProductandService Type	"The type of product"	String
"CR"	CR Delinquent Account Procedure Instance Record	Customer Reference	"Reference to the account primary party/owner"	Object
"CR"	CR Delinquent Account Procedure Instance Record	Bank Branch/Location Reference	"Bank branch associated with the account for booking purposes"	Object
"CR"	CR Delinquent Account Procedure Instance Record	Issued Device	"Reference to an issued device associated with the facility (such as a card or key fob)"	String
"CR"	CR Delinquent Account Procedure Instance Record	Account Currency	"The primary account currency"	CurrencyCode
"CR"	CR Delinquent Account Procedure Instance Record	Tax Reference	"Reference identifier linking the account to appropriate tax handling"	Object
"CR"	CR Delinquent Account Procedure Instance Record	Associations	"Definition of the associations to the account"	String
"CR"	CR Delinquent Account Procedure Instance Record	Association Type	"The type of association (e.g. guarantor, co-signer)"	String
"CR"	CR Delinquent Account Procedure Instance Record	Association Obligation/Entitlement	"Description of the role, obligations or entitlements of the associated party"	String
"CR"	CR Delinquent Account Procedure Instance Record	Association Reference	"Reference to the associated party"	Object
"CR"	CR Delinquent Account Procedure Instance Record	Linked Accounts	"Definition of the associations to the account"	String
"CR"	CR Delinquent Account Procedure Instance Record	Link Type	"The type and purpose for the link"	String
"CR"	CR Delinquent Account Procedure Instance Record	Account Details	"Details of the linked account"	String
"CR"	CR Delinquent Account Procedure Instance Record	Position Limits	"Position limits that are maintained by the account"	String
"CR"	CR Delinquent Account Procedure Instance Record	Position Limit Type	"The type of position maintained for the account (e.g. transaction credit/debit, netting, position)"	String
"CR"	CR Delinquent Account Procedure Instance Record	Position Limit Settings	"The position definition, associated limit settings and rules"	String
"CR"	CR Delinquent Account Procedure Instance Record	Position Limit Value	"The current calculated position"	String
"CR"	CR Delinquent Account Procedure Instance Record	Collateral Asset Allocation Instance Reference	"Reference to the customer's collateral holdings and allocations"	Object
"CR"	CR Delinquent Account Procedure Instance Record	Collateral Asset Allocation Profile	"Record of collateral applied to the customer products"	String
"CR"	CR Delinquent Account Procedure Instance Record	Date Type	"Key dates associated with the account (e.g. opening date, closing date)"	String
"CR"	CR Delinquent Account Procedure Instance Record	Date	"Value of the date type"	String
"CR"	CR Delinquent Account Procedure Instance Record	Billing Transactions	"Customer billing transactions (and associated payments)"	String
"CR"	CR Delinquent Account Procedure Instance Record	Billing Transaction Reference	"Reference to individual transactions"	Object
"CR"	CR Delinquent Account Procedure Instance Record	Payment Transactions	"Payments deposited to the account"	String
"CR"	CR Delinquent Account Procedure Instance Record	Payment Transaction Reference	"Reference to individual transactions"	Object
"CR"	CR Delinquent Account Procedure Instance Record	Product Transactions	"Product execution transactions (payments)"	String
"CR"	CR Delinquent Account Procedure Instance Record	Product Transaction Reference	"Reference to individual transactions"	Object
"CR"	CR Delinquent Account Procedure Instance Record	Interest Transactions	"Interest accrued against the account"	String
"CR"	CR Delinquent Account Procedure Instance Record	Interest Transaction Reference	"Reference to individual transactions"	Object
"CR"	CR Delinquent Account Procedure Instance Record	Fee Transactions	"Fees applied against the account"	String
"CR"	CR Delinquent Account Procedure Instance Record	Fee Transaction Reference	"Reference to individual transactions"	Object
"CR"	CR Delinquent Account Procedure Instance Record	Credit Plan Reference	"Reference to a linked credit plan if applicable"	Object
"CR"	CR Delinquent Account Procedure Instance Record	Credit Plan Type	"The credit plan type (e.g. (Cash, Credit, Charge, Balance Transfer, Promotions, Securitized, etc.)"	String
"CR"	CR Delinquent Account Procedure Instance Record	Delinquent Account Processing Schedule	"Details the schedule of actions to be applied to the delinquent account"	String
"BQ"	BQ Contact Instance Record	""	""	""
"BQ"	BQ Contact Instance Record	Customer Delinquent Account Contact Record	"Reference to a contact established with the customer"	String
"BQ"	BQ Contact Instance Record	Contact Message	"Content of the reminder message"	String
"BQ"	BQ Contact Instance Record	Contact Date	"The date and time of the contact"	Date
"BQ"	BQ Contact Instance Record	Contact Result	"Any response arising from the contact"	String
"BQ"	BQ Contact Instance Record	Document Directory Entry Instance Reference	"The document reference for associated documents"	Object
"BQ"	BQ Contact Instance Record	Document Content	"Document copy/content"	String
"BQ"	BQ Contact Instance Record	Correspondence Instance Reference	"Reference to the correspondence generated and received"	Object
"BQ"	BQ Contact Instance Record	Correspondence Content	"Correspondence content"	String
"BQ"	BQ Contact Instance Record	Delinquent Account Contact Result	"The result of the tracking and reminder activity"	String
"BQ"	BQ Contact Instance Record	Delinquent Account Contact Work Product	"Work documentation, forms and schedules produced and referenced during the task"	String
"BQ"	BQ Resolution Instance Record	""	""	""
"BQ"	BQ Resolution Instance Record	Delinquent Account Resolution Task Result	"The result of the resolution planning activity (e.g.. account recovered, passed to collections)"	String
"BQ"	BQ Resolution Instance Record	Delinquent Account Resolution Action Plan	"The recommended processing for the delinquent account - details passed on to associated function for execution as necessary"	String
"BQ"	BQ Resolution Instance Record	Delinquent Account Resolution Work Product	"Work documentation, forms and schedules produced and referenced during the task"	String
"BQ"	BQ Payment Instance Record	""	""	""
"BQ"	BQ Payment Instance Record	Payment Transaction Reference	"Reference to the received payment"	Object
"BQ"	BQ Payment Instance Record	Payment Transaction	"Payment transaction details"	String
