"Control Record Model for: "	Suitability Checking
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"CR"	CR Suitability Assessment Instance Record	""	""	""
"CR"	CR Suitability Assessment Instance Record	Employee/Business Unit Reference	"Business unit submitting the proposed transaction for review"	Object
"CR"	CR Suitability Assessment Instance Record	Customer Reference	"Reference to the customer related to the proposed transaction"	Object
"CR"	CR Suitability Assessment Instance Record	Market Order Type	"The type of market order (e.g. Day Order. Order on Open/Close, Fill or Kill, Limit Order)"	String
"CR"	CR Suitability Assessment Instance Record	Investment Portfolio Instance Reference	"Reference to the associated investment portfolio record of all holdings (referenced to check securities availability if necessary)"	Object
"CR"	CR Suitability Assessment Instance Record	Customer Market Order Processing Instruction	"Any customer specific processing preferences or requirements"	String
"CR"	CR Suitability Assessment Instance Record	Proposed Market Order Transaction	"The details of the market order transaction that is to undergo suitability checks"	String
"CR"	CR Suitability Assessment Instance Record	Investment Account Arrangement Instance Reference	"Reference to the underlying cash account supporting the transaction"	Object
"CR"	CR Suitability Assessment Instance Record	Security Type	"The security to be traded"	String
"CR"	CR Suitability Assessment Instance Record	Amount	"The volume of shares to be bought or sold"	String
"CR"	CR Suitability Assessment Instance Record	Date Type	"Key dates associated with the proposed transaction (e.g. opportunity identification, proposal/pitch, suitability evaluation initiated)"	String
"CR"	CR Suitability Assessment Instance Record	Date	"Value of the specific date type"	String
"CR"	CR Suitability Assessment Instance Record	Suitability Assessment Type	"The type and make-up of suitability compliance tests referenced in the assessment"	String
"CR"	CR Suitability Assessment Instance Record	Document Directory Entry Instance Reference	"The document reference for any documents accessed and generated (e.g. disclosures)"	Object
"CR"	CR Suitability Assessment Instance Record	Correspondence Instance Reference	"Reference to any correspondence generated by the suitability check"	Object
"CR"	CR Suitability Assessment Instance Record	Suitability Compliance Assessment Work Products	"Work documentation, forms and schedules produced and referenced during the assessment"	String
"CR"	CR Suitability Assessment Instance Record	Suitability Compliance Assessment Result	"Outcome/result of the suitability assessment, can include reported details if appropriate"	String
