"Control Record Model for: "	Card Collections
"Record Type"	"Instance Record"	"Attribute"	"Description"	"Data Type"
"CR"	CR Card Collections Procedure Instance Record	""	""	""
"CR"	CR Card Collections Procedure Instance Record	Product Instance Reference	"Reference to the associated product instance in collections"	Object
"CR"	CR Card Collections Procedure Instance Record	ProductandService Type	"The type of product"	String
"CR"	CR Card Collections Procedure Instance Record	Customer Reference	"Reference to the account primary party/owner"	Object
"CR"	CR Card Collections Procedure Instance Record	Card Type	"The type of card"	String
"CR"	CR Card Collections Procedure Instance Record	Card Account Status	"The status of the account (e.g. active, cancelled, blocked, closed,...)"	String
"CR"	CR Card Collections Procedure Instance Record	Card Account Limits	"Card account limits (e.g. spend limits and credit limits for different access types, e.g. POS/ATM)"	String
"CR"	CR Card Collections Procedure Instance Record	Configuration/Options	"A wide range of processing options and rules that apply, including the applicable delinquency penalties…"	String
"CR"	CR Card Collections Procedure Instance Record	Tax Reference	"Reference identifier linking the account to appropriate tax handling"	Object
"CR"	CR Card Collections Procedure Instance Record	Billing Transactions	"Customer billing transactions (and associated payments)"	String
"CR"	CR Card Collections Procedure Instance Record	Billing Transaction Reference	"Reference to individual transactions"	Object
"CR"	CR Card Collections Procedure Instance Record	Payment Transactions	"Payments deposited to the account - card account payment transaction history as required"	String
"CR"	CR Card Collections Procedure Instance Record	Payment Transaction Reference	"Reference to individual transactions"	Object
"CR"	CR Card Collections Procedure Instance Record	Product Transactions	"Product execution transactions - account card use transaction history as required"	String
"CR"	CR Card Collections Procedure Instance Record	Product Transaction Reference	"Reference to individual transactions"	Object
"CR"	CR Card Collections Procedure Instance Record	Statements	"Statements issued for the account - statement history as required"	String
"CR"	CR Card Collections Procedure Instance Record	Statements Reference	"Reference to individual statements"	Object
"CR"	CR Card Collections Procedure Instance Record	Card Collections Processing Schedule	"The processing schedule for resolution of the collections process and final decision"	String
"BQ"	BQ Payment Instance Record	""	""	""
"BQ"	BQ Payment Instance Record	Payment Transaction Reference	"Reference to the received payment"	Object
"BQ"	BQ Payment Instance Record	Payment Transaction	"Payment transaction details"	String
"BQ"	BQ Payment Instance Record	Card Collections Payment Notification Record	"Processing record received for payments made against the collections account"	String
"BQ"	BQ Payment Terms Instance Record	""	""	""
"BQ"	BQ Payment Terms Instance Record	Card Collections Payment Terms Contact Record	"Reference to a contact established with the customer"	String
"BQ"	BQ Payment Terms Instance Record	Contact Message	"Content of the reminder message"	String
"BQ"	BQ Payment Terms Instance Record	Contact Date	"The date and time of the contact"	Date
"BQ"	BQ Payment Terms Instance Record	Contact Result	"Any response arising from the contact"	String
"BQ"	BQ Payment Terms Instance Record	Document Directory Entry Instance Reference	"The document reference for associated documents"	Object
"BQ"	BQ Payment Terms Instance Record	Document Content	"Document copy/content - legal documents created & referenced"	String
"BQ"	BQ Payment Terms Instance Record	Correspondence Instance Reference	"Reference to the correspondence generated and received"	Object
"BQ"	BQ Payment Terms Instance Record	Correspondence Content	"Correspondence content - repayment negotiation/payment request messages sent to involved parties"	String
"BQ"	BQ Payment Terms Instance Record	Card Collections Payment Terms Renegotiation Decision	"The payment terms renegotiation decision, includes renegotiated terms and repayment schedule"	String
"BQ"	BQ Payment Terms Instance Record	Card Collections Payment Terms Work Product	"Work documentation, forms and schedules produced and referenced during the task"	String
"BQ"	BQ Resolution Instance Record	""	""	""
"BQ"	BQ Resolution Instance Record	Card Collections Resolution Decision	"Details of the resolution decision"	String
"BQ"	BQ Resolution Instance Record	Card Collections Resolution Work Product	"Work documentation, forms and schedules produced and referenced during the task"	String
"BQ"	BQ Assignment Instance Record	""	""	""
"BQ"	BQ Assignment Instance Record	Customer Credit Rating Assessment Instance Reference	"Reference to the bank's credit assessment for the customer"	Object
"BQ"	BQ Assignment Instance Record	Customer Credit Rating Assessment	"The internal bank credit rating/assessment"	String
"BQ"	BQ Assignment Instance Record	Collection Agency Reference	"Reference to an established external collections service agency"	Object
"BQ"	BQ Assignment Instance Record	Collection Agency Agreement	"The terms and conditions governing the use of the collections agency"	String
"BQ"	BQ Assignment Instance Record	Card Collections Assignment Decision	"Details of the assignment decision"	String
"BQ"	BQ Assignment Instance Record	Card Collections Assignment Work Product	"Work documentation, forms and schedules produced and referenced during the task"	String
